reactome_id	name	snps
R-HSA-5655799	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (duodenum)	
R-HSA-5619049	Defective SLC40A1 causes hemochromatosis 4 (HFE4) (macrophages)	
R-HSA-5619050	Defective SLC4A1 causes hereditary spherocytosis type 4 (HSP4),  distal renal tubular acidosis (dRTA) and dRTA with hemolytic anemia (dRTA-HA)	
R-HSA-5619054	Defective SLC4A4 causes renal tubular acidosis, proximal, with ocular abnormalities and mental retardation (pRTA-OA)	
R-HSA-5656364	Defective SLC5A1 causes congenital glucose/galactose malabsorption (GGM)	
R-HSA-5658208	Defective SLC5A2 causes renal glucosuria (GLYS1)	
R-HSA-5619096	Defective SLC5A5 causes thyroid dyshormonogenesis 1 (TDH1)	
R-HSA-5658471	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)	
R-HSA-5619114	Defective SLC5A7 causes distal hereditary motor neuronopathy 7A (HMN7A)	
R-HSA-5659729	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria	
R-HSA-5619079	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria	
R-HSA-5659735	Defective SLC6A19 causes Hartnup disorder (HND)	
R-HSA-5619044	Defective SLC6A19 causes Hartnup disorder (HND)	
R-HSA-5619109	Defective SLC6A2 causes orthostatic intolerance (OI)	
R-HSA-5619081	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)	
R-HSA-5660724	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)	
R-HSA-5619089	Defective SLC6A5 causes hyperekplexia 3 (HKPX3)	
R-HSA-5660862	Defective SLC7A7 causes lysinuric protein intolerance (LPI)	
R-HSA-5660883	Defective SLC7A9 causes cystinuria (CSNU)	rs8101881
R-HSA-5619092	Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)	
R-HSA-5619052	Defective SLC9A9 causes autism 16 (AUTS16)	rs2800, rs7632299, rs1371924
R-HSA-5661182	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)	rs4149081, rs4363657
R-HSA-5619110	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)	rs4149081, rs4363657
R-HSA-5619058	Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)	
R-HSA-5619095	Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)	
R-HSA-4755579	Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ	
R-HSA-3656243	Defective ST3GAL3 causes MCT12 and EIEE15	
R-HSA-5579032	Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)	
R-HSA-5578995	Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)	
R-HSA-5619107	Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	rs1260326, rs4607517, rs780094, rs730497, rs3757840, rs780092
R-HSA-5579002	Defective UGT1A1 causes hyperbilirubinemia	rs6742078, rs887829
R-HSA-5579016	Defective UGT1A4 causes hyperbilirubinemia	
R-HSA-5688031	Defective pro-SFTPB causes pulmonary surfactant metabolism dysfunction 1 (SMDP1) and respiratory distress syndrome (RDS)	
R-HSA-5688354	Defective pro-SFTPC causes pulmonary surfactant metabolism dysfunction 2 (SMDP2) and respiratory distress syndrome (RDS)	
R-HSA-3323169	Defects in biotin (Btn) metabolism	rs10513789, rs7122539, rs7651039
R-HSA-3296469	Defects in cobalamin (B12) metabolism	rs11254363, rs6602175, rs10508517, rs1801239, rs7134594
R-HSA-1461973	Defensins	rs3093023, rs3093024
R-HSA-4641257	Degradation of AXIN	rs831571, rs9357155
R-HSA-4641258	Degradation of DVL	rs831571, rs9357155
R-HSA-5610780	Degradation of GLI1 by the proteasome	rs10483853, rs831571, rs9357155
R-HSA-5610783	Degradation of GLI2 by the proteasome	rs831571, rs9357155
R-HSA-1614558	Degradation of cysteine and homocysteine	
R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	rs13194491, rs1490388, rs9388489
R-HSA-73927	Depurination	
R-HSA-73928	Depyrimidination	
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	rs11158493, rs3807989, rs3736228
R-HSA-114516	Disinhibition of SNARE formation	rs3889237, rs10871454
R-HSA-110357	Displacement of DNA glycosylase by APEX1	
R-HSA-212676	Dopamine Neurotransmitter Release Cycle	rs10455248, rs10121009
R-HSA-379401	Dopamine clearance from the synaptic cleft	rs3027409
R-HSA-8863795	Downregulation of ERBB2 signaling	rs11979158, rs2439312, rs4132509, rs1350666, rs1484170
R-HSA-1253288	Downregulation of ERBB4 signaling	
R-HSA-202424	Downstream TCR signaling	rs9271366, rs987870, rs2647012, rs7775228, rs13192471, rs9277535, rs9275572, rs2301271, rs7238078, rs3077, rs9275698, rs3135338, rs6457617, rs2647044, rs7453920, rs2856718, rs2858331, rs831571, rs3129882, rs3129890, rs7774434, rs9357155, rs8016947, rs6903608, rs3135363, rs16912145, rs864537, rs40457, rs660895, rs2056626, rs9357152, rs7665090, rs7765379, rs10484561
R-HSA-186763	Downstream signal transduction	rs1059513, rs2032794, rs167769, rs7677751, rs2114039, rs744166
R-HSA-1168372	Downstream signaling events of B Cell Receptor (BCR)	rs831571, rs2659546, rs13017599, rs8035957, rs13031237, rs702873, rs7238078, rs1432295, rs7665090, rs9357155, rs8016947
R-HSA-5696400	Dual Incision in GG-NER	rs3136202, rs690705, rs3219090, rs2113334, rs4950322
R-HSA-6782135	Dual incision in TC-NER	rs3136202, rs690705, rs2113334, rs6761
R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins	rs13194491, rs12741973, rs16912145, rs4821112, rs2336725, rs5754217, rs2860580
R-HSA-182971	EGFR downregulation	rs2562784, rs11979158, rs10810865, rs534870, rs1755289, rs454305, rs802734, rs1350666, rs6673480, rs9574565
R-HSA-212718	EGFR interacts with phospholipase C-gamma	rs454305, rs11979158, rs1350666
R-HSA-3928665	EPH-ephrin mediated repulsion of cells	rs731174, rs10074258, rs11767557, rs10932886, rs3780792, rs4404602, rs12344583, rs2502731
R-HSA-3928663	EPHA-mediated growth cone collapse	rs731174, rs10074258, rs11767557, rs10932886, rs4404602, rs4821469, rs735854
R-HSA-3928662	EPHB-mediated forward signaling	rs4764043, rs2032794, rs4764039, rs2160519
R-HSA-8847993	ERBB2 Activates PTK6 Signaling	rs1350666, rs11979158, rs2439312, rs1484170
R-HSA-6785631	ERBB2 Regulates Cell Motility	rs1350666, rs11979158, rs2439312, rs1484170
R-HSA-427389	ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	rs13194491
R-HSA-139853	Elevation of cytosolic Ca2+ levels	rs2306677, rs999943
R-HSA-3928664	Ephrin signaling	rs3110496, rs2084385
R-HSA-5657562	Essential fructosuria	
R-HSA-5662853	Essential pentosuria	
R-HSA-2468052	Establishment of Sister Chromatid Cohesion	rs990324
R-HSA-9018519	Estrogen-dependent gene expression	rs9623117, rs139909, rs13194491, rs6902771, rs1547374, rs1999805, rs12484776, rs3790844, rs501764, rs4601609, rs543650, rs6761, rs2504063, rs9803659, rs2229741, rs454305, rs9642880, rs1746048
R-HSA-71384	Ethanol oxidation	rs1789924, rs991316, rs1789891
R-HSA-8941413	Events associated with phagocytolytic activity of PMN cells	
R-HSA-9036866	Expression and Processing of Neurotrophins	rs2842483, rs10512049, rs7561273
R-HSA-180786	Extension of Telomeres	rs690705, rs2736100, rs2853676, rs2277339
R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer	
R-HSA-2871809	FCERI mediated Ca+2 mobilization	rs290986, rs999943, rs3780792, rs2659546, rs2251746, rs12344583, rs2306677
R-HSA-2871796	FCERI mediated MAPK activation	rs3780792, rs2084385, rs12344583, rs2283792, rs290986, rs4601609, rs889312, rs2251746, rs16886165
R-HSA-2871837	FCERI mediated NF-kB activation	rs831571, rs2413583, rs8016947, rs8035957, rs968451, rs16912145, rs7238078, rs2251746, rs7665090, rs9357155, rs892055
R-HSA-2029481	FCGR activation	rs1801274, rs290986, rs2056626, rs864537
R-HSA-217271	FMO oxidises nucleophiles	
R-HSA-9614085	FOXO-mediated transcription	rs7111341, rs744910, rs2153960, rs11868035, rs3757840, rs730497, rs3807989, rs2755237, rs1321311, rs3764640, rs2038256, rs4607517, rs8028182, rs9480865, rs4132509, rs4660531
R-HSA-75105	Fatty acyl-CoA biosynthesis	rs3734398
R-HSA-163210	Formation of ATP by chemiosmotic coupling	
R-HSA-5696395	Formation of Incision Complex in GG-NER	rs3136202, rs3219090, rs2113334, rs4950322
R-HSA-112382	Formation of RNA Pol II elongation complex	rs2336725, rs6761
R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	rs6761
R-HSA-77042	Formation of editosomes by ADAR proteins	rs2838815
R-HSA-113418	Formation of the Early Elongation Complex	rs6761
R-HSA-75094	Formation of the Editosome	
R-HSA-201722	Formation of the beta-catenin:TCF transactivating complex	rs9642880, rs10903122, rs956237, rs7903146, rs2853676, rs13194491, rs2736100, rs7901695, rs2517388
R-HSA-400451	Free fatty acids regulate insulin secretion	rs1869901, rs6118083, rs11880198, rs6056209
R-HSA-5652227	Fructose biosynthesis	
R-HSA-70350	Fructose catabolism	
R-HSA-416482	G alpha (12/13) signalling events	rs291353, rs1354034, rs1182188, rs3780792, rs12344583, rs6063312, rs11842874, rs798497, rs798544, rs2062583
R-HSA-418594	G alpha (i) signalling events	rs2228671, rs1574192, rs6056209, rs6511720, rs1127065, rs2250417, rs1869901, rs1466535, rs1667255, rs541041, rs758642, rs1983853, rs2877716, rs10096633, rs3093024, rs1010254, rs1823068, rs1801725, rs2166706, rs673548, rs1588265, rs693, rs13224682, rs12063142, rs9523762, rs702543, rs2283792, rs830998, rs11214606, rs29232, rs6118083, rs2601828, rs1403543, rs1008953, rs6421571, rs12678919, rs1746048, rs10493389, rs8002779, rs882300, rs263238, rs11668477, rs710446, rs6754295, rs16946160, rs7798500, rs1387153, rs17864092, rs11971186, rs9870680, rs10491334, rs10052657, rs17691394, rs3093023, rs11172113, rs2306677, rs2083637, rs291353, rs630923, rs1447352, rs999943, rs2659546, rs13314993, rs12367822, rs4903031, rs2816316, rs2352028, rs2544390, rs3889237, rs869244, rs4075958, rs3758354, rs951005
R-HSA-416476	G alpha (q) signalling events	rs11880198, rs495366, rs6056209, rs11248060, rs6842241, rs6561030, rs710446, rs1869901, rs838705, rs572169, rs10495928, rs1983853, rs4142110, rs1010254, rs2306677, rs1801725, rs1012053, rs291353, rs11979158, rs2119704, rs10831496, rs999943, rs8035957, rs2816316, rs2283792, rs4650608, rs6118083, rs3889237, rs3758354, rs2274459
R-HSA-418555	G alpha (s) signalling events	rs12970134, rs4613763, rs263238, rs947583, rs7591064, rs13405728, rs7927370, rs10841496, rs6687840, rs10052657, rs571312, rs1497546, rs12101261, rs10871777, rs2877716, rs2268363, rs1823068, rs3995090, rs291353, rs1588265, rs9303521, rs702543, rs4785763, rs8017455, rs11671664, rs154659, rs1348582, rs2782980, rs17111394, rs4481887, rs393152, rs11611208, rs2601828, rs1397048, rs82625, rs12418204, rs10493389
R-HSA-418597	G alpha (z) signalling events	rs291353, rs10495928, rs3889237, rs869244, rs2601828, rs263238, rs2877716
R-HSA-1296059	G protein gated Potassium channels	rs291353, rs8079702, rs4640244, rs29232
R-HSA-397795	G-protein beta:gamma signalling	rs291353, rs6118083, rs6056209, rs4132509, rs1869901
R-HSA-1538133	G0 and Early G1	rs7158173, rs12483205, rs2835810, rs8102137, rs2069408, rs9642880
R-HSA-69236	G1 Phase	rs3218097, rs2282978, rs11968166, rs1063192, rs1321311, rs10758669, rs445, rs11611647, rs10876993, rs4238010
R-HSA-69206	G1/S Transition	rs831571, rs2277339, rs7158173, rs4800148, rs16991615, rs4132509, rs1321311, rs236114, rs837763, rs11082304, rs10876993, rs8102137, rs2069408, rs9642880, rs9357155, rs4369779
R-HSA-68911	G2 Phase	rs2069408
R-HSA-69473	G2/M DNA damage checkpoint	rs13194491, rs2244012, rs11661542, rs3768716, rs690705, rs6435862, rs2718812, rs12913832, rs730566, rs738722, rs1547014, rs365132, rs1667394, rs1801516
R-HSA-69478	G2/M DNA replication checkpoint	
R-HSA-69275	G2/M Transition	rs831571, rs13224682, rs1007738, rs7798500, rs784411, rs1561570, rs4906172, rs1321311, rs2301436, rs2236164, rs16861990, rs438034, rs2069408, rs9357155
R-HSA-180292	GAB1 signalosome	rs11979158, rs454305, rs1378942, rs3805236, rs1350666
R-HSA-977443	GABA receptor activation	rs291353, rs263238, rs8043440, rs29232, rs12201676, rs8079702, rs2601828, rs2877716, rs4640244
R-HSA-888590	GABA synthesis, release, reuptake and degradation	rs10455248, rs9990174, rs10774021
R-HSA-5635851	GLI proteins bind promoters of Hh responsive genes to promote transcription	rs4724100
R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	rs831571, rs4724100, rs9357155
R-HSA-179812	GRB2 events in EGFR signaling	rs454305, rs11979158, rs1350666
R-HSA-1963640	GRB2 events in ERBB2 signaling	rs1350666, rs11979158, rs2439312, rs1484170
R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins	rs6056, rs786870
R-HSA-1306955	GRB7 events in ERBB2 signaling	rs2439312
R-HSA-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	
R-HSA-190828	Gap junction trafficking	rs2502731, rs11154022
R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	rs690705
R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	rs690705, rs6761
R-HSA-202433	Generation of second messenger molecules	rs9271366, rs987870, rs7775228, rs9277535, rs2084385, rs13192471, rs9275572, rs2301271, rs3077, rs9275698, rs3135338, rs6457617, rs3129882, rs2647044, rs2856718, rs7453920, rs2858331, rs3129890, rs7774434, rs6903608, rs3135363, rs7765379, rs864537, rs2056626, rs660895, rs9357152, rs2647012, rs10484561
R-HSA-381676	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	rs291353, rs13224682, rs263238, rs999943, rs2877716, rs7798500, rs2306677
R-HSA-70263	Gluconeogenesis	rs560887, rs1402837, rs7122539
R-HSA-156588	Glucuronidation	rs6742078, rs4148325, rs11892031, rs887829
R-HSA-210500	Glutamate Neurotransmitter Release Cycle	rs10455248, rs6695567, rs10121009
R-HSA-399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	rs3889237, rs183211, rs1127065, rs199533, rs12658202
R-HSA-156590	Glutathione conjugation	rs5751901, rs6686643
R-HSA-1483206	Glycerophospholipid biosynthesis	rs6001027, rs1202199, rs1902341, rs2736428, rs10460009, rs2285714, rs738322, rs4664308, rs1857353, rs4129767, rs494620, rs2284063, rs7435
R-HSA-6783984	Glycine degradation	
R-HSA-70221	Glycogen breakdown (glycogenolysis)	
R-HSA-3229121	Glycogen storage diseases	
R-HSA-3322077	Glycogen synthesis	
R-HSA-70171	Glycolysis	rs1260326, rs730497, rs4294134, rs7072268, rs780092, rs12199222, rs4607517, rs780094, rs3757840
R-HSA-209822	Glycoprotein hormones	rs7789197
R-HSA-1660662	Glycosphingolipid metabolism	rs337847, rs17126232, rs794185
R-HSA-8856688	Golgi-to-ER retrograde transport	rs1541160, rs12138950, rs6001027, rs7581919, rs2297909, rs183211, rs7112513, rs10844154, rs708224, rs2208059, rs4714261, rs2284063, rs4954218, rs910316, rs4906172, rs738322, rs7570971, rs199533, rs6583826, rs17030613, rs261902, rs7435
R-HSA-8963896	HDL assembly	rs4149268, rs2515629, rs2575876, rs12686004, rs3905000
R-HSA-8964011	HDL clearance	rs11057830, rs11254363, rs6602175, rs4765623, rs10508517, rs1801239
R-HSA-8964058	HDL remodeling	rs12708980, rs7499892, rs1864163, rs1532624, rs1800775, rs6065904, rs3764261, rs4939883, rs425215, rs9989419
R-HSA-5693567	HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	rs2718812, rs2244012, rs11661542, rs3768716, rs911263, rs690705, rs1956529, rs3136202, rs13194491, rs4809324, rs6435862, rs2069408, rs365132, rs1667394, rs420259, rs999737, rs6010620, rs12913832, rs730566, rs2113334, rs1801516
R-HSA-5685939	HDR through MMEJ (alt-NHEJ)	rs3219090, rs11661542, rs2244012
R-HSA-5658034	HHAT G278V abrogates palmitoylation of Hh-Np	
R-HSA-162587	HIV Life Cycle	rs882300, rs1776897, rs6761, rs4294134, rs2978263, rs7742369, rs12199222
R-HSA-3371511	HSF1 activation	
R-HSA-3371571	HSF1-dependent transactivation	rs17036350, rs1127065
R-HSA-1638091	Heparan sulfate/heparin (HS-GAG) metabolism	rs1574192, rs1064395, rs530501, rs9523762, rs16946160, rs310501, rs2352028, rs10521232, rs3848445, rs1008953, rs2038823, rs8002779
R-HSA-5657560	Hereditary fructose intolerance	
R-HSA-5362768	Hh mutants that don't undergo autocatalytic processing are degraded by ERAD	rs831571, rs9357155
R-HSA-70921	Histidine catabolism	
R-HSA-162909	Host Interactions of HIV factors	rs831571, rs1776897, rs169082, rs11984075, rs2084385, rs13230047, rs4294134, rs6547705, rs12199222, rs864537, rs10488031, rs2056626, rs9357155, rs741301, rs2860580, rs7742369
R-HSA-168253	Host Interactions with Influenza Factors	rs4294134, rs12199222
R-HSA-2142845	Hyaluronan metabolism	rs7306642, rs8047014
R-HSA-204626	Hypusine synthesis from eIF5A-lysine	
R-HSA-2428924	IGF1R signaling cascade	rs152528, rs2981579, rs1219648, rs2121875, rs7578326, rs4338740, rs2943641, rs6051520, rs10748128, rs17369571, rs5742692, rs1004446, rs3805236, rs1458038
R-HSA-5602636	IKBKB deficiency causes SCID	
R-HSA-5603027	IKBKG deficiency causes anhidrotic ectodermal dysplasia with immunodeficiency (EDA-ID) (via TLR)	
R-HSA-5603041	IRAK4 deficiency (TLR2/4)	rs13236689
R-HSA-5603037	IRAK4 deficiency (TLR5)	
R-HSA-5603029	IkBA variant leads to EDA-ID	rs7665090, rs8016947
R-HSA-200425	Import of palmitoyl-CoA into the mitochondrial matrix	rs7805747, rs2073643, rs7795096
R-HSA-428543	Inactivation of CDC42 and RAC1	rs1379659
R-HSA-622312	Inflammasomes	rs7665090, rs1539019
R-HSA-168255	Influenza Life Cycle	rs10507380, rs6761, rs4294134, rs12580100, rs6604026, rs2280401, rs12199222
R-HSA-141405	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components	rs16912145, rs1493682
R-HSA-166663	Initial triggering of complement	rs11265260, rs2808630, rs12093699, rs2794520
R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	rs9929218
R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	rs10243024, rs2562784, rs1755289, rs10810865, rs6673480
R-HSA-429593	Inositol transporters	rs1994090
R-HSA-77387	Insulin receptor recycling	rs7111341, rs3800569, rs891088, rs2115386
R-HSA-74751	Insulin receptor signalling cascade	rs7111341, rs152528, rs12540874, rs2981579, rs1219648, rs2121875, rs7578326, rs4338740, rs6051520, rs2943641, rs2283792, rs10748128, rs17369571, rs891088, rs3805236, rs1458038, rs2115386
R-HSA-445095	Interaction between L1 and Ankyrins	rs12053903, rs6800541, rs10994397, rs11898505, rs13015447, rs3922844, rs10761482, rs6795970, rs4948418
R-HSA-880009	Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	
R-HSA-351200	Interconversion of polyamines	
R-HSA-909733	Interferon alpha/beta signaling	rs9264942, rs12720356, rs2523809, rs4713693, rs11642873, rs280519, rs1033180, rs45430, rs9357155, rs3129055, rs305061, rs2523608, rs9468925, rs2247056, rs10863790, rs2066808, rs2070729, rs4932194, rs4728142, rs10484554, rs13437082, rs391525, rs12203592, rs872071, rs2860580
R-HSA-877300	Interferon gamma signaling	rs9271366, rs5742915, rs987870, rs7775228, rs9277535, rs2523809, rs1127065, rs12644284, rs11642873, rs4713693, rs10758669, rs2301271, rs1033180, rs3077, rs12216125, rs6457617, rs7453920, rs2856718, rs3129055, rs305061, rs3129890, rs2523608, rs9468925, rs2070729, rs2247056, rs10863790, rs3135363, rs4728142, rs13437082, rs9357152, rs391525, rs872071, rs12203592, rs2860580, rs2647012, rs10484561, rs13192471, rs5498, rs9275572, rs9275698, rs3135338, rs2647044, rs3129882, rs4781011, rs2858331, rs7774434, rs3093030, rs6903608, rs12279261, rs1799969, rs9468692, rs660895, rs10484554, rs1893217, rs1436109, rs9264942, rs7765379
R-HSA-446652	Interleukin-1 family signaling	rs744910, rs9290936, rs2413583, rs2310173, rs6761276, rs2076756, rs9302752, rs20541, rs398652, rs1893217, rs7209435, rs744166, rs11618202, rs9357155, rs831571, rs7626795, rs3771166, rs8016947, rs1342326, rs968451, rs40457, rs5743289, rs1295686, rs2070600, rs7665090, rs1420101
